codigo,nombre,descripcion,categoria,subcategoria,estado,tipoMadera,largo,ancho,alto,unidadMedida,costo,precioPorPie,ubicacion
1166,VIGA DE PINO 3 X 11 X 5.60,nada,Maderas,VIGA,Activo,Pino,"5,6",3,11,Pie,729,1050,1
1167,VIGA DE PINO 3 X 11 X 5.80,nada,Maderas,VIGA,Activo,Pino,"5,8",3,11,Pie,769,1050,1
1168,VIGA DE PINO 3 X 11 X 6,nada,Maderas,VIGA,Activo,Pino,6,3,11,Pie,769,1050,1
1169,VIGA DE PINO 3 X 11 X 6.20,nada,Maderas,VIGA,Activo,Pino,"6,2",3,11,Pie,769,1050,1
1170,VIGA DE PINO 3 X 11 X 6.40,nada,Maderas,VIGA,Activo,Pino,"6,4",3,11,Pie,769,1050,1
1171,VIGA DE PINO 3 X 11 X 6.60,nada,Maderas,VIGA,Activo,Pino,"6,6",3,11,Pie,769,1050,1
1172,VIGA DE PINO 3 X 11 X 6.80,nada,Maderas,VIGA,Activo,Pino,"6,8",3,11,Pie,769,1050,1
1173,VIGA DE PINO 3 X 11 X 7,nada,Maderas,VIGA,Activo,Pino,7,3,11,Pie,769,1050,1
1174,VIGA DE PINO 3 X 12 X 3,nada,Maderas,VIGA,Activo,Pino,3,3,12,Pie,704,750,1
1175,VIGA DE PINO 3 X 12 X 3.20,nada,Maderas,VIGA,Activo,Pino,"3,2",3,12,Pie,704,750,1
1176,VIGA DE PINO 3 X 12 X 3.40,nada,Maderas,VIGA,Activo,Pino,"3,4",3,12,Pie,704,750,1
1177,VIGA DE PINO 3 X 12 X 3.60,nada,Maderas,VIGA,Activo,Pino,"3,6",3,12,Pie,704,750,1
1178,VIGA DE PINO 3 X 12 X 3.80,nada,Maderas,VIGA,Activo,Pino,"3,8",3,12,Pie,704,750,1
1179,VIGA DE PINO 3 X 12 X 4,nada,Maderas,VIGA,Activo,Pino,4,3,12,Pie,704,750,1
1180,VIGA DE PINO 3 X 12 X 4.20,nada,Maderas,VIGA,Activo,Pino,"4,2",3,12,Pie,704,750,1
1181,VIGA DE PINO 3 X 12 X 4.40,nada,Maderas,VIGA,Activo,Pino,"4,4",3,12,Pie,729,750,1
1182,VIGA DE PINO 3 X 12 X 4.60,nada,Maderas,VIGA,Activo,Pino,"4,6",3,12,Pie,729,750,1
1183,VIGA DE PINO 3 X 12 X 4.80,nada,Maderas,VIGA,Activo,Pino,"4,8",3,12,Pie,729,750,1
1184,VIGA DE PINO 3 X 12 X 5,nada,Maderas,VIGA,Activo,Pino,5,3,12,Pie,729,1050,1
1185,VIGA DE PINO 3 X 12 X 5.20,nada,Maderas,VIGA,Activo,Pino,"5,2",3,12,Pie,729,1050,1
1186,VIGA DE PINO 3 X 12 X 5.40,nada,Maderas,VIGA,Activo,Pino,"5,4",3,12,Pie,729,1050,1
1187,VIGA DE PINO 3 X 12 X 5.60,nada,Maderas,VIGA,Activo,Pino,"5,6",3,12,Pie,729,1050,1
1188,VIGA DE PINO 3 X 12 X 5.80,nada,Maderas,VIGA,Activo,Pino,"5,8",3,12,Pie,769,1050,1
1189,VIGA DE PINO 3 X 12 X 6,nada,Maderas,VIGA,Activo,Pino,6,3,12,Pie,769,1050,1
1190,VIGA DE PINO 3 X 12 X 6.20,nada,Maderas,VIGA,Activo,Pino,"6,2",3,12,Pie,769,1050,1
1191,VIGA DE PINO 3 X 12 X 6.40,nada,Maderas,VIGA,Activo,Pino,"6,4",3,12,Pie,769,1050,1
1192,VIGA DE PINO 3 X 12 X 6.60,nada,Maderas,VIGA,Activo,Pino,"6,6",3,12,Pie,769,1050,1
1193,VIGA DE PINO 3 X 12 X 6.80,nada,Maderas,VIGA,Activo,Pino,"6,8",3,12,Pie,769,1050,1
1194,VIGA DE PINO 3 X 12 X 7,nada,Maderas,VIGA,Activo,Pino,7,3,12,Pie,769,1050,1
1195,VIGA DE PINO 3 X 14 X 3,nada,Maderas,VIGA,Activo,Pino,3,3,14,Pie,704,750,1
1196,VIGA DE PINO 3 X 14 X 3.2,nada,Maderas,VIGA,Activo,Pino,"3,2",3,14,Pie,704,750,1
1197,VIGA DE PINO 3 X 14 X 3.4,nada,Maderas,VIGA,Activo,Pino,"3,4",3,14,Pie,704,750,1
1198,VIGA DE PINO 3 X 14 X 3.6,nada,Maderas,VIGA,Activo,Pino,"3,6",3,14,Pie,704,750,1
1199,VIGA DE PINO 3 X 14 X 3.8,nada,Maderas,VIGA,Activo,Pino,"3,8",3,14,Pie,704,750,1
1200,VIGA DE PINO 3 X 14 X 4,nada,Maderas,VIGA,Activo,Pino,4,3,14,Pie,704,750,1
1201,VIGA DE PINO 3 X 14 X 4.2,nada,Maderas,VIGA,Activo,Pino,"4,2",3,14,Pie,704,750,1
1202,VIGA DE PINO 3 X 14 X 4.4,nada,Maderas,VIGA,Activo,Pino,"4,4",3,14,Pie,729,750,1
1203,VIGA DE PINO 3 X 14 X 4.6,nada,Maderas,VIGA,Activo,Pino,"4,6",3,14,Pie,729,750,1
1204,VIGA DE PINO 3 X 14 X 4.8,nada,Maderas,VIGA,Activo,Pino,"4,8",3,14,Pie,729,750,1
1205,VIGA DE PINO 3 X 14 X 5,nada,Maderas,VIGA,Activo,Pino,5,3,14,Pie,729,1050,1
1206,VIGA DE PINO 3 X 14 X 5.2,nada,Maderas,VIGA,Activo,Pino,"5,2",3,14,Pie,729,1050,1
1207,VIGA DE PINO 3 X 14 X 5.4,nada,Maderas,VIGA,Activo,Pino,"5,4",3,14,Pie,729,1050,1
1208,VIGA DE PINO 3 X 14 X 5.6,nada,Maderas,VIGA,Activo,Pino,"5,6",3,14,Pie,769,1050,1
1209,VIGA DE PINO 3 X 14 X 5.8,nada,Maderas,VIGA,Activo,Pino,"5,8",3,14,Pie,769,1050,1
1210,VIGA DE PINO 3 X 14 X 6,nada,Maderas,VIGA,Activo,Pino,6,3,14,Pie,769,1050,1
1211,VIGA DE PINO 3 X 14 X 6.2,nada,Maderas,VIGA,Activo,Pino,"6,2",3,14,Pie,769,1050,1
1212,VIGA DE PINO 3 X 14 X 6.4,nada,Maderas,VIGA,Activo,Pino,"6,4",3,14,Pie,769,1050,1
1213,VIGA DE PINO 3 X 14 X 6.6,nada,Maderas,VIGA,Activo,Pino,"6,6",3,14,Pie,769,1050,1
1214,VIGA DE PINO 3 X 14 X 6.8,nada,Maderas,VIGA,Activo,Pino,"6,8",3,14,Pie,769,1050,1
1215,VIGA DE PINO 3 X 14 X 7,nada,Maderas,VIGA,Activo,Pino,7,3,14,Pie,769,1050,1
1216,TIRANTE DE PINO 2 X 4 X 3.00,nada,Maderas,TIRANTE,Activo,Pino,3,2,4,Pie,461,750,1
1217,TIRANTE DE PINO 2 X 4 X 3.20,nada,Maderas,TIRANTE,Activo,Pino,"3,2",2,4,Pie,461,750,1
1218,TIRANTE DE PINO 2 X 4 X 3.40,nada,Maderas,TIRANTE,Activo,Pino,"3,4",2,4,Pie,461,750,1
1219,TIRANTE DE PINO 2 X 4 X 3.60,nada,Maderas,TIRANTE,Activo,Pino,"3,6",2,4,Pie,461,750,1
1220,TIRANTE DE PINO 2 X 4 X 3.80,nada,Maderas,TIRANTE,Activo,Pino,"3,8",2,4,Pie,461,750,1
1221,TIRANTE DE PINO 2 X 4 X 4.00,nada,Maderas,TIRANTE,Activo,Pino,4,2,4,Pie,461,750,1
1222,TIRANTE DE PINO 2 X 4 X 4.20,nada,Maderas,TIRANTE,Activo,Pino,"4,2",2,4,Pie,461,750,1
1223,TIRANTE DE PINO 2 X 4 X 4.40,nada,Maderas,TIRANTE,Activo,Pino,"4,4",2,4,Pie,461,750,1
1224,TIRANTE DE PINO 2 X 4 X 4.60,nada,Maderas,TIRANTE,Activo,Pino,"4,6",2,4,Pie,526,750,1
1225,TIRANTE DE PINO 2 X 4 X 4.80,nada,Maderas,TIRANTE,Activo,Pino,"4,8",2,4,Pie,526,750,1
1226,TIRANTE DE PINO 2 X 4 X 5.00,nada,Maderas,TIRANTE,Activo,Pino,5,2,4,Pie,526,1050,1
1227,TIRANTE DE PINO 2 X 4 X 5.20,nada,Maderas,TIRANTE,Activo,Pino,"5,2",2,4,Pie,526,1050,1
1228,TIRANTE DE PINO 2 X 4 X 5.40,nada,Maderas,TIRANTE,Activo,Pino,"5,4",2,4,Pie,526,1050,1
1229,TIRANTE DE PINO 2 X 4 X 5.60,nada,Maderas,TIRANTE,Activo,Pino,"5,6",2,4,Pie,526,1050,1
1230,TIRANTE DE PINO 2 X 4 X 5.80,nada,Maderas,TIRANTE,Activo,Pino,"5,8",2,4,Pie,526,1050,1
1231,TIRANTE DE PINO 2 X 4 X 6.00,nada,Maderas,TIRANTE,Activo,Pino,6,2,4,Pie,526,1050,1
1232,TIRANTE DE PINO 2 X 4 X 6.20,nada,Maderas,TIRANTE,Activo,Pino,"6,2",2,4,Pie,526,1050,1
1233,TIRANTE DE PINO 2 X 4 X 6.40,nada,Maderas,TIRANTE,Activo,Pino,"6,4",2,4,Pie,526,1050,1
1234,TIRANTE DE PINO 2 X 4 X 6.60,nada,Maderas,TIRANTE,Activo,Pino,"6,6",2,4,Pie,526,1050,1
1235,TIRANTE DE PINO 2 X 4 X 6.80,nada,Maderas,TIRANTE,Activo,Pino,"6,8",2,4,Pie,526,1050,1
1236,TIRANTE DE PINO 2 X 4 X 7.00,nada,Maderas,TIRANTE,Activo,Pino,7,2,4,Pie,526,1050,1
